id_candidato,nombre,estado_postulacion
3018,Candidato_3018,Activa
3019,Candidato_3019,Cerrada
3020,Candidato_3020,Activa
3021,Candidato_3021,Cerrada
3022,Candidato_3022,Activa
3023,Candidato_3023,Cerrada
3024,Candidato_3024,Activa
3025,Candidato_3025,Cerrada
3026,Candidato_3026,Activa
3027,Candidato_3027,Cerrada
3028,Candidato_3028,Activa
3029,Candidato_3029,Cerrada
3030,Candidato_3030,Activa
3031,Candidato_3031,Cerrada
3032,Candidato_3032,Activa
3033,Candidato_3033,Cerrada
3034,Candidato_3034,Activa
3035,Candidato_3035,Cerrada
3036,Candidato_3036,Activa
3037,Candidato_3037,Cerrada
3038,Candidato_3038,Activa
3039,Candidato_3039,Cerrada
3040,Candidato_3040,Activa
3041,Candidato_3041,Cerrada
3042,Candidato_3042,Activa
3043,Candidato_3043,Cerrada
3044,Candidato_3044,Activa
3045,Candidato_3045,Cerrada
3046,Candidato_3046,Activa
3047,Candidato_3047,Cerrada
3048,Candidato_3048,Activa
3049,Candidato_3049,Cerrada
3050,Candidato_3050,Activa
3051,Candidato_3051,Cerrada
3052,Candidato_3052,Activa
3053,Candidato_3053,Cerrada
3054,Candidato_3054,Activa
3055,Candidato_3055,Cerrada
3056,Candidato_3056,Activa
3057,Candidato_3057,Cerrada
3058,Candidato_3058,Activa
3059,Candidato_3059,Cerrada
3060,Candidato_3060,Activa
3061,Candidato_3061,Cerrada
3062,Candidato_3062,Activa
3063,Candidato_3063,Cerrada
3064,Candidato_3064,Activa
3065,Candidato_3065,Cerrada
3066,Candidato_3066,Activa
3067,Candidato_3067,Cerrada
3068,Candidato_3068,Activa
3069,Candidato_3069,Cerrada
3070,Candidato_3070,Activa
3071,Candidato_3071,Cerrada
3072,Candidato_3072,Activa
3073,Candidato_3073,Cerrada
3074,Candidato_3074,Activa
3075,Candidato_3075,Cerrada
3076,Candidato_3076,Activa
3077,Candidato_3077,Cerrada
3078,Candidato_3078,Activa
3079,Candidato_3079,Cerrada
3080,Candidato_3080,Activa
3081,Candidato_3081,Cerrada
3082,Candidato_3082,Activa
3083,Candidato_3083,Cerrada
3084,Candidato_3084,Activa
3085,Candidato_3085,Cerrada
3086,Candidato_3086,Activa
3087,Candidato_3087,Cerrada
3088,Candidato_3088,Activa
3089,Candidato_3089,Cerrada
3090,Candidato_3090,Activa
3091,Candidato_3091,Cerrada
3092,Candidato_3092,Activa
3093,Candidato_3093,Cerrada
3094,Candidato_3094,Activa
3095,Candidato_3095,Cerrada
3096,Candidato_3096,Activa
3097,Candidato_3097,Cerrada
3098,Candidato_3098,Activa
3099,Candidato_3099,Cerrada
3100,Candidato_3100,Activa
3101,Candidato_3101,Cerrada
3102,Candidato_3102,Activa
3103,Candidato_3103,Cerrada
3104,Candidato_3104,Activa
3105,Candidato_3105,Cerrada
3106,Candidato_3106,Activa
3107,Candidato_3107,Cerrada
3108,Candidato_3108,Activa
3109,Candidato_3109,Cerrada
3110,Candidato_3110,Activa
3111,Candidato_3111,Cerrada
3112,Candidato_3112,Activa
3113,Candidato_3113,Cerrada
3114,Candidato_3114,Activa
3115,Candidato_3115,Cerrada
3116,Candidato_3116,Activa
3117,Candidato_3117,Cerrada
3118,Candidato_3118,Activa
3119,Candidato_3119,Cerrada
3120,Candidato_3120,Activa
3121,Candidato_3121,Cerrada
3122,Candidato_3122,Activa
3123,Candidato_3123,Cerrada
3124,Candidato_3124,Activa
3125,Candidato_3125,Cerrada
3126,Candidato_3126,Activa
3127,Candidato_3127,Cerrada
3128,Candidato_3128,Activa
3129,Candidato_3129,Cerrada
3130,Candidato_3130,Activa
3131,Candidato_3131,Cerrada
3132,Candidato_3132,Activa
3133,Candidato_3133,Cerrada
3134,Candidato_3134,Activa
3135,Candidato_3135,Cerrada
3136,Candidato_3136,Activa
3137,Candidato_3137,Cerrada
3138,Candidato_3138,Activa
3139,Candidato_3139,Cerrada
3140,Candidato_3140,Activa
3141,Candidato_3141,Cerrada
3142,Candidato_3142,Activa
3143,Candidato_3143,Cerrada
3144,Candidato_3144,Activa
3145,Candidato_3145,Cerrada
3146,Candidato_3146,Activa
3147,Candidato_3147,Cerrada
3148,Candidato_3148,Activa
3149,Candidato_3149,Cerrada
3150,Candidato_3150,Activa
3151,Candidato_3151,Cerrada
3152,Candidato_3152,Activa
3153,Candidato_3153,Cerrada
3154,Candidato_3154,Activa
3155,Candidato_3155,Cerrada
3156,Candidato_3156,Activa
3157,Candidato_3157,Cerrada
3158,Candidato_3158,Activa
3159,Candidato_3159,Cerrada
3160,Candidato_3160,Activa
3161,Candidato_3161,Cerrada
3162,Candidato_3162,Activa
3163,Candidato_3163,Cerrada
3164,Candidato_3164,Activa
3165,Candidato_3165,Cerrada
3166,Candidato_3166,Activa
3167,Candidato_3167,Cerrada
3168,Candidato_3168,Activa
3169,Candidato_3169,Cerrada
3170,Candidato_3170,Activa
3171,Candidato_3171,Cerrada
3172,Candidato_3172,Activa
3173,Candidato_3173,Cerrada
3174,Candidato_3174,Activa
3175,Candidato_3175,Cerrada
3176,Candidato_3176,Activa
3177,Candidato_3177,Cerrada
3178,Candidato_3178,Activa
3179,Candidato_3179,Cerrada
3180,Candidato_3180,Activa
3181,Candidato_3181,Cerrada
3182,Candidato_3182,Activa
3183,Candidato_3183,Cerrada
3184,Candidato_3184,Activa
3185,Candidato_3185,Cerrada
3186,Candidato_3186,Activa
3187,Candidato_3187,Cerrada
3188,Candidato_3188,Activa
3189,Candidato_3189,Cerrada
3190,Candidato_3190,Activa
3191,Candidato_3191,Cerrada
3192,Candidato_3192,Activa
3193,Candidato_3193,Cerrada
3194,Candidato_3194,Activa
3195,Candidato_3195,Cerrada
3196,Candidato_3196,Activa
3197,Candidato_3197,Cerrada
3198,Candidato_3198,Activa
3199,Candidato_3199,Cerrada
3200,Candidato_3200,Activa
3201,Candidato_3201,Cerrada
3202,Candidato_3202,Activa
3203,Candidato_3203,Cerrada
3204,Candidato_3204,Activa
3205,Candidato_3205,Cerrada
3206,Candidato_3206,Activa
3207,Candidato_3207,Cerrada
3208,Candidato_3208,Activa
3209,Candidato_3209,Cerrada
3210,Candidato_3210,Activa
3211,Candidato_3211,Cerrada
3212,Candidato_3212,Activa
3213,Candidato_3213,Cerrada
3214,Candidato_3214,Activa
3215,Candidato_3215,Cerrada
3216,Candidato_3216,Activa
3217,Candidato_3217,Cerrada
3218,Candidato_3218,Activa
3219,Candidato_3219,Cerrada
3220,Candidato_3220,Activa
3221,Candidato_3221,Cerrada
3222,Candidato_3222,Activa
3223,Candidato_3223,Cerrada
3224,Candidato_3224,Activa
3225,Candidato_3225,Cerrada
3226,Candidato_3226,Activa
3227,Candidato_3227,Cerrada
3228,Candidato_3228,Activa
3229,Candidato_3229,Cerrada
3230,Candidato_3230,Activa
3231,Candidato_3231,Cerrada
3232,Candidato_3232,Activa
3233,Candidato_3233,Cerrada
3234,Candidato_3234,Activa
3235,Candidato_3235,Cerrada
3236,Candidato_3236,Activa
3237,Candidato_3237,Cerrada
3238,Candidato_3238,Activa
3239,Candidato_3239,Cerrada
3240,Candidato_3240,Activa
3241,Candidato_3241,Cerrada
3242,Candidato_3242,Activa
3243,Candidato_3243,Cerrada
3244,Candidato_3244,Activa
3245,Candidato_3245,Cerrada
3246,Candidato_3246,Activa
3247,Candidato_3247,Cerrada
3248,Candidato_3248,Activa
3249,Candidato_3249,Cerrada
3250,Candidato_3250,Activa
3251,Candidato_3251,Cerrada
3252,Candidato_3252,Activa
3253,Candidato_3253,Cerrada
3254,Candidato_3254,Activa
3255,Candidato_3255,Cerrada
3256,Candidato_3256,Activa
3257,Candidato_3257,Cerrada
3258,Candidato_3258,Activa
3259,Candidato_3259,Cerrada
3260,Candidato_3260,Activa
3261,Candidato_3261,Cerrada
3262,Candidato_3262,Activa
3263,Candidato_3263,Cerrada
3264,Candidato_3264,Activa
3265,Candidato_3265,Cerrada
3266,Candidato_3266,Activa
3267,Candidato_3267,Cerrada
3268,Candidato_3268,Activa
3269,Candidato_3269,Cerrada
3270,Candidato_3270,Activa
3271,Candidato_3271,Cerrada
3272,Candidato_3272,Activa
3273,Candidato_3273,Cerrada
3274,Candidato_3274,Activa
3275,Candidato_3275,Cerrada
3276,Candidato_3276,Activa
3277,Candidato_3277,Cerrada
3278,Candidato_3278,Activa
3279,Candidato_3279,Cerrada
3280,Candidato_3280,Activa
3281,Candidato_3281,Cerrada
3282,Candidato_3282,Activa
3283,Candidato_3283,Cerrada
3284,Candidato_3284,Activa
3285,Candidato_3285,Cerrada
3286,Candidato_3286,Activa
3287,Candidato_3287,Cerrada
3288,Candidato_3288,Activa
3289,Candidato_3289,Cerrada
3290,Candidato_3290,Activa
3291,Candidato_3291,Cerrada
3292,Candidato_3292,Activa
3293,Candidato_3293,Cerrada
3294,Candidato_3294,Activa
3295,Candidato_3295,Cerrada
3296,Candidato_3296,Activa
3297,Candidato_3297,Cerrada
3298,Candidato_3298,Activa
3299,Candidato_3299,Cerrada
3300,Candidato_3300,Activa
3301,Candidato_3301,Cerrada
3302,Candidato_3302,Activa
3303,Candidato_3303,Cerrada
3304,Candidato_3304,Activa
3305,Candidato_3305,Cerrada
3306,Candidato_3306,Activa
3307,Candidato_3307,Cerrada
3308,Candidato_3308,Activa
3309,Candidato_3309,Cerrada
3310,Candidato_3310,Activa
3311,Candidato_3311,Cerrada
3312,Candidato_3312,Activa
3313,Candidato_3313,Cerrada
3314,Candidato_3314,Activa
3315,Candidato_3315,Cerrada
3316,Candidato_3316,Activa
3317,Candidato_3317,Cerrada
3318,Candidato_3318,Activa
3319,Candidato_3319,Cerrada
3320,Candidato_3320,Activa
3321,Candidato_3321,Cerrada
3322,Candidato_3322,Activa
3323,Candidato_3323,Cerrada
3324,Candidato_3324,Activa
3325,Candidato_3325,Cerrada
3326,Candidato_3326,Activa
3327,Candidato_3327,Cerrada
3328,Candidato_3328,Activa
3329,Candidato_3329,Cerrada
3330,Candidato_3330,Activa
3331,Candidato_3331,Cerrada
3332,Candidato_3332,Activa
3333,Candidato_3333,Cerrada
3334,Candidato_3334,Activa
3335,Candidato_3335,Cerrada
3336,Candidato_3336,Activa
3337,Candidato_3337,Cerrada
3338,Candidato_3338,Activa
3339,Candidato_3339,Cerrada
3340,Candidato_3340,Activa
3341,Candidato_3341,Cerrada
3342,Candidato_3342,Activa
3343,Candidato_3343,Cerrada
3344,Candidato_3344,Activa
3345,Candidato_3345,Cerrada
3346,Candidato_3346,Activa
3347,Candidato_3347,Cerrada
3348,Candidato_3348,Activa
3349,Candidato_3349,Cerrada
3350,Candidato_3350,Activa
3351,Candidato_3351,Cerrada
3352,Candidato_3352,Activa
3353,Candidato_3353,Cerrada
3354,Candidato_3354,Activa
3355,Candidato_3355,Cerrada
3356,Candidato_3356,Activa
3357,Candidato_3357,Cerrada
3358,Candidato_3358,Activa
3359,Candidato_3359,Cerrada
3360,Candidato_3360,Activa
3361,Candidato_3361,Cerrada
3362,Candidato_3362,Activa
3363,Candidato_3363,Cerrada
3364,Candidato_3364,Activa
3365,Candidato_3365,Cerrada
3366,Candidato_3366,Activa
3367,Candidato_3367,Cerrada
3368,Candidato_3368,Activa
3369,Candidato_3369,Cerrada
3370,Candidato_3370,Activa
3371,Candidato_3371,Cerrada
3372,Candidato_3372,Activa
3373,Candidato_3373,Cerrada
3374,Candidato_3374,Activa
3375,Candidato_3375,Cerrada
3376,Candidato_3376,Activa
3377,Candidato_3377,Cerrada
3378,Candidato_3378,Activa
3379,Candidato_3379,Cerrada
3380,Candidato_3380,Activa
3381,Candidato_3381,Cerrada
3382,Candidato_3382,Activa
3383,Candidato_3383,Cerrada
3384,Candidato_3384,Activa
3385,Candidato_3385,Cerrada
3386,Candidato_3386,Activa
3387,Candidato_3387,Cerrada
3388,Candidato_3388,Activa
3389,Candidato_3389,Cerrada
3390,Candidato_3390,Activa
3391,Candidato_3391,Cerrada
3392,Candidato_3392,Activa
3393,Candidato_3393,Cerrada
3394,Candidato_3394,Activa
3395,Candidato_3395,Cerrada
3396,Candidato_3396,Activa
3397,Candidato_3397,Cerrada
3398,Candidato_3398,Activa
3399,Candidato_3399,Cerrada
3400,Candidato_3400,Activa
3401,Candidato_3401,Cerrada
3402,Candidato_3402,Activa
3403,Candidato_3403,Cerrada
3404,Candidato_3404,Activa
3405,Candidato_3405,Cerrada
3406,Candidato_3406,Activa
3407,Candidato_3407,Cerrada
3408,Candidato_3408,Activa
3409,Candidato_3409,Cerrada
3410,Candidato_3410,Activa
3411,Candidato_3411,Cerrada
3412,Candidato_3412,Activa
3413,Candidato_3413,Cerrada
3414,Candidato_3414,Activa
3415,Candidato_3415,Cerrada
3416,Candidato_3416,Activa
3417,Candidato_3417,Cerrada
3418,Candidato_3418,Activa
3419,Candidato_3419,Cerrada
3420,Candidato_3420,Activa
3421,Candidato_3421,Cerrada
3422,Candidato_3422,Activa
3423,Candidato_3423,Cerrada
3424,Candidato_3424,Activa
3425,Candidato_3425,Cerrada
3426,Candidato_3426,Activa
3427,Candidato_3427,Cerrada
3428,Candidato_3428,Activa
3429,Candidato_3429,Cerrada
3430,Candidato_3430,Activa
3431,Candidato_3431,Cerrada
3432,Candidato_3432,Activa
3433,Candidato_3433,Cerrada
3434,Candidato_3434,Activa
3435,Candidato_3435,Cerrada
3436,Candidato_3436,Activa
3437,Candidato_3437,Cerrada
3438,Candidato_3438,Activa
3439,Candidato_3439,Cerrada
3440,Candidato_3440,Activa
3441,Candidato_3441,Cerrada
3442,Candidato_3442,Activa
3443,Candidato_3443,Cerrada
3444,Candidato_3444,Activa
3445,Candidato_3445,Cerrada
3446,Candidato_3446,Activa
3447,Candidato_3447,Cerrada
3448,Candidato_3448,Activa
3449,Candidato_3449,Cerrada
3450,Candidato_3450,Activa
3451,Candidato_3451,Cerrada
3452,Candidato_3452,Activa
3453,Candidato_3453,Cerrada
3454,Candidato_3454,Activa
3455,Candidato_3455,Cerrada
3456,Candidato_3456,Activa
3457,Candidato_3457,Cerrada
3458,Candidato_3458,Activa
3459,Candidato_3459,Cerrada
3460,Candidato_3460,Activa
3461,Candidato_3461,Cerrada
3462,Candidato_3462,Activa
3463,Candidato_3463,Cerrada
3464,Candidato_3464,Activa
3465,Candidato_3465,Cerrada
3466,Candidato_3466,Activa
3467,Candidato_3467,Cerrada
3468,Candidato_3468,Activa
3469,Candidato_3469,Cerrada
3470,Candidato_3470,Activa
3471,Candidato_3471,Cerrada
3472,Candidato_3472,Activa
3473,Candidato_3473,Cerrada
3474,Candidato_3474,Activa
3475,Candidato_3475,Cerrada
3476,Candidato_3476,Activa
3477,Candidato_3477,Cerrada
3478,Candidato_3478,Activa
3479,Candidato_3479,Cerrada
3480,Candidato_3480,Activa
3481,Candidato_3481,Cerrada
3482,Candidato_3482,Activa
3483,Candidato_3483,Cerrada
3484,Candidato_3484,Activa
3485,Candidato_3485,Cerrada
3486,Candidato_3486,Activa
3487,Candidato_3487,Cerrada
3488,Candidato_3488,Activa
3489,Candidato_3489,Cerrada
3490,Candidato_3490,Activa
3491,Candidato_3491,Cerrada
3492,Candidato_3492,Activa
3493,Candidato_3493,Cerrada
3494,Candidato_3494,Activa
3495,Candidato_3495,Cerrada
3496,Candidato_3496,Activa
3497,Candidato_3497,Cerrada
3498,Candidato_3498,Activa
3499,Candidato_3499,Cerrada
3500,Candidato_3500,Activa
3501,Candidato_3501,Cerrada
3502,Candidato_3502,Activa
3503,Candidato_3503,Cerrada
3504,Candidato_3504,Activa
3505,Candidato_3505,Cerrada
3506,Candidato_3506,Activa
3507,Candidato_3507,Cerrada
3508,Candidato_3508,Activa
3509,Candidato_3509,Cerrada
3510,Candidato_3510,Activa
3511,Candidato_3511,Cerrada
3512,Candidato_3512,Activa
3513,Candidato_3513,Cerrada
3514,Candidato_3514,Activa
3515,Candidato_3515,Cerrada
3516,Candidato_3516,Activa
3517,Candidato_3517,Cerrada
3518,Candidato_3518,Activa
3519,Candidato_3519,Cerrada
3520,Candidato_3520,Activa
3521,Candidato_3521,Cerrada
3522,Candidato_3522,Activa
3523,Candidato_3523,Cerrada
3524,Candidato_3524,Activa
3525,Candidato_3525,Cerrada
3526,Candidato_3526,Activa
3527,Candidato_3527,Cerrada
3528,Candidato_3528,Activa
3529,Candidato_3529,Cerrada
3530,Candidato_3530,Activa
3531,Candidato_3531,Cerrada
3532,Candidato_3532,Activa
3533,Candidato_3533,Cerrada
3534,Candidato_3534,Activa
3535,Candidato_3535,Cerrada
3536,Candidato_3536,Activa
3537,Candidato_3537,Cerrada
3538,Candidato_3538,Activa
3539,Candidato_3539,Cerrada
3540,Candidato_3540,Activa
3541,Candidato_3541,Cerrada
3542,Candidato_3542,Activa
3543,Candidato_3543,Cerrada
3544,Candidato_3544,Activa
3545,Candidato_3545,Cerrada
3546,Candidato_3546,Activa
3547,Candidato_3547,Cerrada
3548,Candidato_3548,Activa
3549,Candidato_3549,Cerrada
3550,Candidato_3550,Activa
3551,Candidato_3551,Cerrada
3552,Candidato_3552,Activa
3553,Candidato_3553,Cerrada
3554,Candidato_3554,Activa
3555,Candidato_3555,Cerrada
3556,Candidato_3556,Activa
3557,Candidato_3557,Cerrada
3558,Candidato_3558,Activa
3559,Candidato_3559,Cerrada
3560,Candidato_3560,Activa
3561,Candidato_3561,Cerrada
3562,Candidato_3562,Activa
3563,Candidato_3563,Cerrada
3564,Candidato_3564,Activa
3565,Candidato_3565,Cerrada
3566,Candidato_3566,Activa
3567,Candidato_3567,Cerrada
3568,Candidato_3568,Activa
3569,Candidato_3569,Cerrada
3570,Candidato_3570,Activa
3571,Candidato_3571,Cerrada
3572,Candidato_3572,Activa
3573,Candidato_3573,Cerrada
3574,Candidato_3574,Activa
3575,Candidato_3575,Cerrada
3576,Candidato_3576,Activa
3577,Candidato_3577,Cerrada
3578,Candidato_3578,Activa
3579,Candidato_3579,Cerrada
3580,Candidato_3580,Activa
3581,Candidato_3581,Cerrada
3582,Candidato_3582,Activa
3583,Candidato_3583,Cerrada
3584,Candidato_3584,Activa
3585,Candidato_3585,Cerrada
3586,Candidato_3586,Activa
3587,Candidato_3587,Cerrada
3588,Candidato_3588,Activa
3589,Candidato_3589,Cerrada
3590,Candidato_3590,Activa
3591,Candidato_3591,Cerrada
3592,Candidato_3592,Activa
3593,Candidato_3593,Cerrada
3594,Candidato_3594,Activa
3595,Candidato_3595,Cerrada
3596,Candidato_3596,Activa
3597,Candidato_3597,Cerrada
3598,Candidato_3598,Activa
3599,Candidato_3599,Cerrada
3600,Candidato_3600,Activa
3601,Candidato_3601,Cerrada
3602,Candidato_3602,Activa
3603,Candidato_3603,Cerrada
3604,Candidato_3604,Activa
3605,Candidato_3605,Cerrada
3606,Candidato_3606,Activa
3607,Candidato_3607,Cerrada
3608,Candidato_3608,Activa
3609,Candidato_3609,Cerrada
3610,Candidato_3610,Activa
3611,Candidato_3611,Cerrada
3612,Candidato_3612,Activa
3613,Candidato_3613,Cerrada
3614,Candidato_3614,Activa
3615,Candidato_3615,Cerrada
3616,Candidato_3616,Activa
3617,Candidato_3617,Cerrada
3618,Candidato_3618,Activa
3619,Candidato_3619,Cerrada
3620,Candidato_3620,Activa
3621,Candidato_3621,Cerrada
3622,Candidato_3622,Activa
3623,Candidato_3623,Cerrada
3624,Candidato_3624,Activa
3625,Candidato_3625,Cerrada
3626,Candidato_3626,Activa
3627,Candidato_3627,Cerrada
3628,Candidato_3628,Activa
3629,Candidato_3629,Cerrada
3630,Candidato_3630,Activa
3631,Candidato_3631,Cerrada
3632,Candidato_3632,Activa
3633,Candidato_3633,Cerrada
3634,Candidato_3634,Activa
3635,Candidato_3635,Cerrada
3636,Candidato_3636,Activa
3637,Candidato_3637,Cerrada
3638,Candidato_3638,Activa
3639,Candidato_3639,Cerrada
3640,Candidato_3640,Activa
3641,Candidato_3641,Cerrada
3642,Candidato_3642,Activa
3643,Candidato_3643,Cerrada
3644,Candidato_3644,Activa
3645,Candidato_3645,Cerrada
3646,Candidato_3646,Activa
3647,Candidato_3647,Cerrada
3648,Candidato_3648,Activa
3649,Candidato_3649,Cerrada
3650,Candidato_3650,Activa
3651,Candidato_3651,Cerrada
3652,Candidato_3652,Activa
3653,Candidato_3653,Cerrada
3654,Candidato_3654,Activa
3655,Candidato_3655,Cerrada
3656,Candidato_3656,Activa
3657,Candidato_3657,Cerrada
3658,Candidato_3658,Activa
3659,Candidato_3659,Cerrada
3660,Candidato_3660,Activa
3661,Candidato_3661,Cerrada
3662,Candidato_3662,Activa
3663,Candidato_3663,Cerrada
3664,Candidato_3664,Activa
3665,Candidato_3665,Cerrada
3666,Candidato_3666,Activa
3667,Candidato_3667,Cerrada
3668,Candidato_3668,Activa
3669,Candidato_3669,Cerrada
3670,Candidato_3670,Activa
3671,Candidato_3671,Cerrada
3672,Candidato_3672,Activa
3673,Candidato_3673,Cerrada
3674,Candidato_3674,Activa
3675,Candidato_3675,Cerrada
3676,Candidato_3676,Activa
3677,Candidato_3677,Cerrada
3678,Candidato_3678,Activa
3679,Candidato_3679,Cerrada
3680,Candidato_3680,Activa
3681,Candidato_3681,Cerrada
3682,Candidato_3682,Activa
3683,Candidato_3683,Cerrada
3684,Candidato_3684,Activa
3685,Candidato_3685,Cerrada
3686,Candidato_3686,Activa
3687,Candidato_3687,Cerrada
3688,Candidato_3688,Activa
3689,Candidato_3689,Cerrada
3690,Candidato_3690,Activa
3691,Candidato_3691,Cerrada
3692,Candidato_3692,Activa
3693,Candidato_3693,Cerrada
3694,Candidato_3694,Activa
3695,Candidato_3695,Cerrada
3696,Candidato_3696,Activa
3697,Candidato_3697,Cerrada
3698,Candidato_3698,Activa
3699,Candidato_3699,Cerrada
3700,Candidato_3700,Activa
3701,Candidato_3701,Cerrada
3702,Candidato_3702,Activa
3703,Candidato_3703,Cerrada
3704,Candidato_3704,Activa
3705,Candidato_3705,Cerrada
3706,Candidato_3706,Activa
3707,Candidato_3707,Cerrada
3708,Candidato_3708,Activa
3709,Candidato_3709,Cerrada
3710,Candidato_3710,Activa
3711,Candidato_3711,Cerrada
3712,Candidato_3712,Activa
3713,Candidato_3713,Cerrada
3714,Candidato_3714,Activa
3715,Candidato_3715,Cerrada
3716,Candidato_3716,Activa
3717,Candidato_3717,Cerrada
3718,Candidato_3718,Activa
3719,Candidato_3719,Cerrada
3720,Candidato_3720,Activa
3721,Candidato_3721,Cerrada
3722,Candidato_3722,Activa
3723,Candidato_3723,Cerrada
3724,Candidato_3724,Activa
3725,Candidato_3725,Cerrada
3726,Candidato_3726,Activa
3727,Candidato_3727,Cerrada
3728,Candidato_3728,Activa
3729,Candidato_3729,Cerrada
3730,Candidato_3730,Activa
3731,Candidato_3731,Cerrada
3732,Candidato_3732,Activa
3733,Candidato_3733,Cerrada
3734,Candidato_3734,Activa
3735,Candidato_3735,Cerrada
3736,Candidato_3736,Activa
3737,Candidato_3737,Cerrada
3738,Candidato_3738,Activa
3739,Candidato_3739,Cerrada
3740,Candidato_3740,Activa
3741,Candidato_3741,Cerrada
3742,Candidato_3742,Activa
3743,Candidato_3743,Cerrada
3744,Candidato_3744,Activa
3745,Candidato_3745,Cerrada
3746,Candidato_3746,Activa
3747,Candidato_3747,Cerrada
3748,Candidato_3748,Activa
3749,Candidato_3749,Cerrada
3750,Candidato_3750,Activa
3751,Candidato_3751,Cerrada
3752,Candidato_3752,Activa
3753,Candidato_3753,Cerrada
3754,Candidato_3754,Activa
3755,Candidato_3755,Cerrada
3756,Candidato_3756,Activa
3757,Candidato_3757,Cerrada
3758,Candidato_3758,Activa
3759,Candidato_3759,Cerrada
3760,Candidato_3760,Activa
3761,Candidato_3761,Cerrada
3762,Candidato_3762,Activa
3763,Candidato_3763,Cerrada
3764,Candidato_3764,Activa
3765,Candidato_3765,Cerrada
3766,Candidato_3766,Activa
3767,Candidato_3767,Cerrada
3768,Candidato_3768,Activa
3769,Candidato_3769,Cerrada
3770,Candidato_3770,Activa
3771,Candidato_3771,Cerrada
3772,Candidato_3772,Activa
3773,Candidato_3773,Cerrada
3774,Candidato_3774,Activa
3775,Candidato_3775,Cerrada
3776,Candidato_3776,Activa
3777,Candidato_3777,Cerrada
3778,Candidato_3778,Activa
3779,Candidato_3779,Cerrada
3780,Candidato_3780,Activa
3781,Candidato_3781,Cerrada
3782,Candidato_3782,Activa
3783,Candidato_3783,Cerrada
3784,Candidato_3784,Activa
3785,Candidato_3785,Cerrada
3786,Candidato_3786,Activa
3787,Candidato_3787,Cerrada
3788,Candidato_3788,Activa
3789,Candidato_3789,Cerrada
3790,Candidato_3790,Activa
3791,Candidato_3791,Cerrada
3792,Candidato_3792,Activa
3793,Candidato_3793,Cerrada
3794,Candidato_3794,Activa
3795,Candidato_3795,Cerrada
3796,Candidato_3796,Activa
3797,Candidato_3797,Cerrada
3798,Candidato_3798,Activa
3799,Candidato_3799,Cerrada
3800,Candidato_3800,Activa
3801,Candidato_3801,Cerrada
3802,Candidato_3802,Activa
3803,Candidato_3803,Cerrada
3804,Candidato_3804,Activa
3805,Candidato_3805,Cerrada
3806,Candidato_3806,Activa
3807,Candidato_3807,Cerrada
3808,Candidato_3808,Activa
3809,Candidato_3809,Cerrada
3810,Candidato_3810,Activa
3811,Candidato_3811,Cerrada
3812,Candidato_3812,Activa
3813,Candidato_3813,Cerrada
3814,Candidato_3814,Activa
3815,Candidato_3815,Cerrada
3816,Candidato_3816,Activa
3817,Candidato_3817,Cerrada
3818,Candidato_3818,Activa
3819,Candidato_3819,Cerrada
3820,Candidato_3820,Activa
3821,Candidato_3821,Cerrada
3822,Candidato_3822,Activa
3823,Candidato_3823,Cerrada
3824,Candidato_3824,Activa
3825,Candidato_3825,Cerrada
3826,Candidato_3826,Activa
3827,Candidato_3827,Cerrada
3828,Candidato_3828,Activa
3829,Candidato_3829,Cerrada
3830,Candidato_3830,Activa
3831,Candidato_3831,Cerrada
3832,Candidato_3832,Activa
3833,Candidato_3833,Cerrada
3834,Candidato_3834,Activa
3835,Candidato_3835,Cerrada
3836,Candidato_3836,Activa
3837,Candidato_3837,Cerrada
3838,Candidato_3838,Activa
3839,Candidato_3839,Cerrada
3840,Candidato_3840,Activa
3841,Candidato_3841,Cerrada
3842,Candidato_3842,Activa
3843,Candidato_3843,Cerrada
3844,Candidato_3844,Activa
3845,Candidato_3845,Cerrada
3846,Candidato_3846,Activa
3847,Candidato_3847,Cerrada
3848,Candidato_3848,Activa
3849,Candidato_3849,Cerrada
3850,Candidato_3850,Activa
3851,Candidato_3851,Cerrada
3852,Candidato_3852,Activa
3853,Candidato_3853,Cerrada
3854,Candidato_3854,Activa
3855,Candidato_3855,Cerrada
3856,Candidato_3856,Activa
3857,Candidato_3857,Cerrada
3858,Candidato_3858,Activa
3859,Candidato_3859,Cerrada
3860,Candidato_3860,Activa
3861,Candidato_3861,Cerrada
3862,Candidato_3862,Activa
3863,Candidato_3863,Cerrada
3864,Candidato_3864,Activa
3865,Candidato_3865,Cerrada
3866,Candidato_3866,Activa
3867,Candidato_3867,Cerrada
3868,Candidato_3868,Activa
3869,Candidato_3869,Cerrada
3870,Candidato_3870,Activa
3871,Candidato_3871,Cerrada
3872,Candidato_3872,Activa
3873,Candidato_3873,Cerrada
3874,Candidato_3874,Activa
3875,Candidato_3875,Cerrada
3876,Candidato_3876,Activa
3877,Candidato_3877,Cerrada
3878,Candidato_3878,Activa
3879,Candidato_3879,Cerrada
3880,Candidato_3880,Activa
3881,Candidato_3881,Cerrada
3882,Candidato_3882,Activa
3883,Candidato_3883,Cerrada
3884,Candidato_3884,Activa
3885,Candidato_3885,Cerrada
3886,Candidato_3886,Activa
3887,Candidato_3887,Cerrada
3888,Candidato_3888,Activa
3889,Candidato_3889,Cerrada
3890,Candidato_3890,Activa
